Fixture ID,Date,Referee,Venue,City,Home Team,Away Team,Home Team Goals,Away Team Goals,Result,Home Shots on Goal,Home Shots off Goal,Home Total Shots,Home Blocked Shots,Home Shots insidebox,Home Shots outsidebox,Home Fouls,Home Corner Kicks,Home Offsides,Home Ball Possession,Home Yellow Cards,Home Red Cards,Home Goalkeeper Saves,Home Total passes,Home Passes accurate,Home Passes %,Home expected_goals,Away Shots on Goal,Away Shots off Goal,Away Total Shots,Away Blocked Shots,Away Shots insidebox,Away Shots outsidebox,Away Fouls,Away Corner Kicks,Away Offsides,Away Ball Possession,Away Yellow Cards,Away Red Cards,Away Goalkeeper Saves,Away Total passes,Away Passes accurate,Away Passes %,Away expected_goals,Home_Points,Home_Goals_Scored,Home_Goals_Conceded,Home_Wins,Home_Draws,Home_Losses,Home_Form_Score,Away_Points,Away_Goals_Scored,Away_Goals_Conceded,Away_Wins,Away_Draws,Away_Losses,Away_Form_Score
1035302,2023-11-25 15:00:00+00:00,A. Madley,Bramall Lane,Sheffield,Sheffield Utd,Bournemouth,1,3,Away Win,2,4,10,4,9,1,6,4,4,46%,4,0,8,405,271,67%,0.78,11,10,23,2,16,7,8,7,1,54%,1,0,1,490,371,76%,2.86,4.0,5.0,12.0,1.0,1.0,3.0,0.5,6.0,6.0,12.0,2.0,0.0,3.0,3.0
1035301,2023-11-25 15:00:00+00:00,A. Taylor,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Brighton,2,3,Away Win,5,5,18,8,14,4,12,6,0,47%,2,0,2,465,379,82%,1.93,5,3,11,3,7,4,7,4,0,53%,5,1,3,551,479,87%,1.48,5.0,6.0,8.0,1.0,2.0,2.0,4.0,4.0,6.0,7.0,0.0,4.0,1.0,3.5
1035298,2023-11-25 15:00:00+00:00,J. Gillett,Kenilworth Road,"Luton, Bedfordshire",Luton,Crystal Palace,2,1,Home Win,3,3,8,2,6,2,15,4,1,39%,6,0,7,335,249,74%,0.94,8,3,16,5,11,5,12,5,1,61%,1,0,1,538,427,79%,1.67,2.0,4.0,8.0,0.0,2.0,3.0,0.0,4.0,5.0,9.0,1.0,1.0,3.0,2.0
1035294,2023-11-25 17:30:00+00:00,T. Robinson,Gtech Community Stadium,"Brentford, Middlesex",Brentford,Arsenal,0,1,Away Win,3,5,9,1,7,2,9,1,2,36%,1,0,3,298,193,65%,1.19,4,7,15,4,11,4,7,8,3,64%,1,0,1,508,416,82%,1.65,9.0,9.0,7.0,3.0,0.0,2.0,10.0,10.0,11.0,4.0,3.0,1.0,1.0,13.5
1035303,2023-11-26 14:00:00+00:00,R. Jones,Tottenham Hotspur Stadium,London,Tottenham,Aston Villa,1,2,Away Win,8,9,18,1,16,2,11,9,5,62%,0,0,3,633,571,90%,2.34,5,8,15,2,9,6,13,3,2,38%,4,0,6,384,331,86%,1.76,9.0,7.0,7.0,3.0,0.0,2.0,9.0,10.0,11.0,6.0,3.0,1.0,1.0,12.5
1035296,2023-11-26 16:30:00+00:00,J. Brooks,Goodison Park,Liverpool,Everton,Manchester United,0,3,Away Win,6,12,24,6,14,10,10,6,2,51%,3,0,1,443,345,78%,2.47,4,5,9,0,7,2,8,5,2,49%,0,0,6,444,338,76%,2.22,10.0,8.0,5.0,3.0,1.0,1.0,11.5,12.0,6.0,5.0,4.0,0.0,1.0,12.5
1035297,2023-11-27 20:00:00+00:00,M. Salisbury,Craven Cottage,London,Fulham,Wolves,3,2,Home Win,6,3,12,3,6,6,13,6,1,60%,2,0,4,639,539,84%,2.9,6,4,10,0,7,3,13,2,1,40%,2,0,3,432,325,75%,1.35,4.0,5.0,8.0,1.0,1.0,3.0,2.5,8.0,8.0,7.0,2.0,2.0,1.0,8.5
1035306,2023-12-02 15:00:00+00:00,A. Taylor,Gtech Community Stadium,"Brentford, Middlesex",Brentford,Luton,3,1,Home Win,6,9,27,12,19,8,10,7,0,69%,1,0,0,626,530,85%,3.47,1,1,7,5,2,5,8,5,2,31%,2,0,3,277,191,69%,0.23,9.0,8.0,6.0,3.0,0.0,2.0,10.0,5.0,6.0,8.0,1.0,2.0,2.0,4.0
1035307,2023-12-02 15:00:00+00:00,C. Kavanagh,Turf Moor,Burnley,Burnley,Sheffield Utd,5,0,Home Win,7,6,19,6,13,6,10,6,3,64%,2,0,3,570,480,84%,1.81,3,3,6,0,4,2,12,1,1,36%,7,1,2,334,242,72%,0.39,0.0,3.0,12.0,0.0,0.0,5.0,-4.5,4.0,5.0,12.0,1.0,1.0,3.0,0.5
1035305,2023-12-02 15:00:00+00:00,P. Bankes,Emirates Stadium,London,Arsenal,Wolves,2,1,Home Win,6,8,19,5,14,5,10,4,3,57%,1,0,2,617,545,88%,2.89,3,3,6,0,6,0,10,0,0,43%,2,0,4,478,382,80%,0.71,10.0,11.0,4.0,3.0,1.0,1.0,13.5,7.0,9.0,9.0,2.0,1.0,2.0,7.0
1035312,2023-12-02 17:30:00+00:00,P. Tierney,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Everton,0,1,Away Win,2,5,13,6,9,4,15,4,1,62%,1,0,1,592,484,82%,0.72,3,5,12,4,5,7,14,3,2,38%,0,0,2,359,235,65%,0.67,4.0,8.0,11.0,1.0,1.0,3.0,2.5,7.0,5.0,8.0,2.0,1.0,2.0,5.5
1035311,2023-12-02 20:00:00+00:00,R. Jones,St. James' Park,Newcastle upon Tyne,Newcastle,Manchester United,1,0,Home Win,4,11,22,7,13,9,6,7,0,58%,1,0,1,522,435,83%,2.5,1,2,8,5,4,4,14,3,1,42%,2,0,3,366,277,76%,0.48,10.0,11.0,5.0,3.0,1.0,1.0,13.0,12.0,7.0,4.0,4.0,0.0,1.0,13.5
1035304,2023-12-03 14:00:00+00:00,T. Bramall,Vitality Stadium,"Bournemouth, Dorset",Bournemouth,Aston Villa,2,2,Draw,7,5,15,3,13,2,16,7,3,37%,5,0,1,282,202,72%,2.02,3,3,11,5,6,5,12,7,2,63%,3,0,5,473,378,80%,0.68,9.0,9.0,10.0,3.0,0.0,2.0,8.5,12.0,12.0,6.0,4.0,0.0,1.0,15.0
1035309,2023-12-03 14:00:00+00:00,S. Attwell,Anfield,Liverpool,Liverpool,Fulham,4,3,Home Win,12,8,26,6,15,11,6,3,5,61%,0,0,2,624,509,82%,2.23,5,1,9,3,7,2,7,4,1,39%,0,0,9,392,284,72%,1.21,11.0,10.0,2.0,3.0,2.0,0.0,15.0,4.0,5.0,9.0,1.0,1.0,3.0,2.0
1035313,2023-12-03 14:00:00+00:00,M. Oliver,London Stadium,London,West Ham,Crystal Palace,1,1,Draw,3,4,9,2,5,4,17,2,2,55%,2,0,1,557,449,81%,1.13,2,3,9,4,5,4,7,3,0,45%,0,0,2,466,343,74%,0.93,6.0,8.0,11.0,2.0,0.0,3.0,4.5,3.0,6.0,11.0,1.0,0.0,4.0,0.5
1035308,2023-12-03 14:00:00+00:00,C. Pawson,Stamford Bridge,London,Chelsea,Brighton,3,2,Home Win,5,3,8,0,5,3,16,5,2,32%,5,1,7,306,246,80%,2.11,9,5,18,4,9,9,12,8,3,68%,5,0,2,645,580,90%,1.14,5.0,11.0,13.0,1.0,2.0,2.0,4.0,6.0,7.0,7.0,1.0,3.0,1.0,6.0
1035310,2023-12-03 16:30:00+00:00,S. Hooper,Etihad Stadium,Manchester,Manchester City,Tottenham,3,3,Draw,4,9,17,4,15,2,14,10,2,55%,4,0,1,572,501,88%,2.57,4,1,8,3,3,5,14,8,2,45%,4,0,2,472,402,85%,0.46,11.0,16.0,7.0,3.0,2.0,0.0,15.5,6.0,7.0,9.0,2.0,0.0,3.0,5.0
1035321,2023-12-05 19:30:00+00:00,J. Gillett,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Burnley,1,0,Home Win,4,3,7,0,5,2,11,5,2,51%,2,0,3,467,370,79%,0.83,3,5,12,4,4,8,15,8,0,49%,4,0,3,436,337,77%,0.87,4.0,8.0,10.0,1.0,1.0,3.0,3.0,3.0,8.0,9.0,1.0,0.0,4.0,2.5
1035318,2023-12-05 20:15:00+00:00,S. Barrott,Kenilworth Road,"Luton, Bedfordshire",Luton,Arsenal,3,4,Away Win,4,1,6,1,3,3,14,3,1,33%,2,0,5,296,195,66%,0.51,9,5,23,9,16,7,7,8,4,67%,1,0,1,589,500,85%,2.26,4.0,5.0,9.0,1.0,1.0,3.0,2.0,12.0,11.0,3.0,4.0,0.0,1.0,16.0
1035319,2023-12-06 19:30:00+00:00,S. Hooper,Bramall Lane,Sheffield,Sheffield Utd,Liverpool,0,2,Away Win,1,3,6,2,5,1,12,2,1,24%,2,0,6,207,100,48%,0.99,8,5,15,2,11,4,8,12,4,76%,3,0,1,631,528,84%,1.69,4.0,4.0,15.0,1.0,1.0,3.0,-1.5,11.0,12.0,5.0,3.0,2.0,0.0,14.5
1035322,2023-12-06 19:30:00+00:00,C. Pawson,Selhurst Park,London,Crystal Palace,Bournemouth,0,2,Away Win,3,7,16,6,9,7,10,3,0,59%,1,0,2,524,433,83%,1.01,4,4,11,3,9,2,17,9,0,41%,3,0,3,354,257,73%,1.9,4.0,7.0,8.0,1.0,1.0,3.0,3.5,10.0,10.0,10.0,3.0,1.0,1.0,10.0
1035315,2023-12-06 19:30:00+00:00,P. Bankes,The American Express Community Stadium,"Falmer, East Sussex",Brighton,Brentford,2,1,Home Win,7,7,18,4,12,6,10,7,1,62%,3,0,0,608,526,87%,1.57,2,3,8,3,8,0,8,3,2,38%,1,0,5,377,279,74%,1.52,6.0,8.0,8.0,1.0,3.0,1.0,6.0,9.0,8.0,7.0,3.0,0.0,2.0,9.5
1035317,2023-12-06 19:30:00+00:00,J. Smith,Craven Cottage,London,Fulham,Nottingham Forest,5,0,Home Win,6,4,14,4,9,5,7,6,2,64%,0,0,1,700,616,88%,2.52,1,3,4,0,3,1,10,1,3,36%,1,0,1,401,330,82%,0.26,4.0,8.0,11.0,1.0,1.0,3.0,2.5,3.0,6.0,10.0,1.0,0.0,4.0,1.0
1035323,2023-12-06 20:15:00+00:00,C. Kavanagh,Old Trafford,Manchester,Manchester United,Chelsea,2,1,Home Win,9,11,28,8,20,8,12,12,3,45%,4,0,2,397,339,85%,4.17,3,7,13,3,10,3,12,4,1,55%,0,0,7,512,440,86%,1.52,9.0,5.0,4.0,3.0,0.0,2.0,9.5,7.0,12.0,13.0,2.0,1.0,2.0,6.5
1035314,2023-12-06 20:15:00+00:00,J. Brooks,Villa Park,Birmingham,Aston Villa,Manchester City,1,0,Home Win,7,6,22,9,12,10,13,6,0,46%,2,0,2,436,372,85%,2.38,2,0,2,0,2,0,13,0,5,54%,2,0,6,520,454,87%,0.65,10.0,10.0,7.0,3.0,1.0,1.0,11.5,9.0,17.0,9.0,2.0,3.0,0.0,13.0
1035316,2023-12-07 19:30:00+00:00,T. Robinson,Goodison Park,Liverpool,Everton,Newcastle,3,0,Home Win,6,8,21,7,16,5,18,5,0,39%,3,0,3,313,235,75%,3.36,3,7,13,3,7,6,8,2,2,61%,0,0,3,539,452,84%,1.57,10.0,6.0,6.0,3.0,1.0,1.0,10.0,10.0,8.0,5.0,3.0,1.0,1.0,11.5
1035320,2023-12-07 20:15:00+00:00,M. Salisbury,Tottenham Hotspur Stadium,London,Tottenham,West Ham,1,2,Away Win,7,10,23,6,16,7,11,8,1,75%,3,0,3,784,717,91%,1.79,5,4,11,2,7,4,12,4,6,25%,3,0,5,251,184,73%,2.23,4.0,8.0,12.0,1.0,1.0,3.0,2.0,7.0,8.0,8.0,2.0,1.0,2.0,7.0
1035326,2023-12-09 12:30:00+00:00,A. Madley,Selhurst Park,London,Crystal Palace,Liverpool,1,2,Away Win,4,2,8,2,6,2,17,6,0,24%,7,1,0,197,115,58%,1.74,2,7,14,5,9,5,17,5,6,76%,2,0,3,662,579,87%,1.25,4.0,6.0,8.0,1.0,1.0,3.0,3.0,11.0,11.0,5.0,3.0,2.0,0.0,14.0
1035330,2023-12-09 15:00:00+00:00,P. Bankes,Old Trafford,Manchester,Manchester United,Bournemouth,0,3,Away Win,3,5,20,12,15,5,7,10,1,69%,3,0,1,660,561,85%,1.16,4,5,10,1,9,1,10,4,2,31%,1,0,3,296,208,70%,1.48,12.0,7.0,2.0,4.0,0.0,1.0,14.5,10.0,10.0,9.0,3.0,1.0,1.0,10.5
1035333,2023-12-09 15:00:00+00:00,S. Barrott,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Nottingham Forest,1,1,Draw,4,4,10,2,7,3,9,4,3,68%,0,0,1,655,555,85%,1.17,2,4,8,2,6,2,11,3,1,32%,1,0,3,307,210,68%,1.29,6.0,7.0,8.0,2.0,0.0,3.0,5.5,3.0,6.0,12.0,1.0,0.0,4.0,0.0
1035325,2023-12-09 15:00:00+00:00,S. Hooper,The American Express Community Stadium,"Falmer, East Sussex",Brighton,Burnley,1,1,Draw,11,11,29,7,23,6,5,9,2,72%,0,0,2,777,705,91%,2.78,3,1,6,2,5,1,8,1,1,28%,4,0,10,308,225,73%,0.56,8.0,9.0,8.0,2.0,2.0,1.0,8.5,3.0,7.0,8.0,1.0,0.0,4.0,2.5
1035331,2023-12-09 15:00:00+00:00,S. Attwell,Bramall Lane,Sheffield,Sheffield Utd,Brentford,1,0,Home Win,4,4,9,1,4,5,14,3,1,40%,5,0,4,334,242,72%,0.81,4,3,10,3,8,2,13,3,1,60%,1,0,3,489,384,79%,0.66,4.0,4.0,12.0,1.0,1.0,3.0,0.0,6.0,7.0,9.0,2.0,0.0,3.0,5.0
1035324,2023-12-09 17:30:00+00:00,J. Gillett,Villa Park,Birmingham,Aston Villa,Arsenal,1,0,Home Win,3,2,10,5,5,5,16,3,1,39%,4,0,3,289,209,72%,0.57,5,4,12,3,10,2,11,3,4,61%,2,0,2,462,388,84%,1.4,10.0,8.0,6.0,3.0,1.0,1.0,11.0,12.0,10.0,6.0,4.0,0.0,1.0,14.0
1035328,2023-12-10 14:00:00+00:00,P. Tierney,Craven Cottage,London,Fulham,West Ham,5,0,Home Win,8,5,14,1,9,5,5,3,0,63%,2,0,5,762,680,89%,2.37,5,3,9,1,5,4,10,6,0,37%,1,0,3,430,360,84%,1.34,6.0,12.0,10.0,2.0,0.0,3.0,7.0,10.0,10.0,8.0,3.0,1.0,1.0,11.0
1035327,2023-12-10 14:00:00+00:00,M. Oliver,Goodison Park,Liverpool,Everton,Chelsea,2,0,Home Win,5,2,9,2,6,3,12,4,2,28%,2,0,4,259,166,64%,1.22,4,6,16,6,7,9,12,8,1,72%,2,0,3,703,610,87%,0.95,10.0,8.0,6.0,3.0,1.0,1.0,11.0,7.0,13.0,13.0,2.0,1.0,2.0,7.0
1035329,2023-12-10 14:00:00+00:00,T. Robinson,Kenilworth Road,"Luton, Bedfordshire",Luton,Manchester City,1,2,Away Win,2,2,4,0,2,2,16,6,1,35%,2,0,4,302,224,74%,0.33,6,7,18,5,9,9,6,3,1,65%,1,0,1,594,513,86%,1.61,4.0,7.0,10.0,1.0,1.0,3.0,2.5,6.0,14.0,10.0,1.0,3.0,1.0,8.0
1035332,2023-12-10 16:30:00+00:00,C. Kavanagh,Tottenham Hotspur Stadium,London,Tottenham,Newcastle,4,1,Home Win,12,8,23,3,18,5,10,3,1,56%,1,0,2,536,460,86%,3.81,3,4,9,2,6,3,12,6,3,44%,3,0,7,409,343,84%,1.69,1.0,7.0,13.0,0.0,1.0,4.0,-2.0,9.0,6.0,6.0,3.0,0.0,2.0,9.0
1035342,2023-12-15 20:00:00+00:00,J. Gillett,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Tottenham,0,2,Away Win,1,8,15,6,10,5,16,6,5,33%,2,0,4,244,179,73%,1.35,6,2,12,4,11,1,11,4,0,67%,4,1,1,547,486,89%,1.57,1.0,5.0,13.0,0.0,1.0,4.0,-3.0,4.0,10.0,10.0,1.0,1.0,3.0,4.0
1035341,2023-12-16 15:00:00+00:00,S. Barrott,St. James' Park,Newcastle upon Tyne,Newcastle,Fulham,3,0,Home Win,10,10,27,7,19,8,7,5,2,71%,0,0,4,696,629,90%,3.51,4,2,6,0,3,3,12,1,0,29%,2,1,7,287,221,77%,0.28,6.0,6.0,10.0,2.0,0.0,3.0,4.0,9.0,17.0,9.0,3.0,0.0,2.0,13.0
1035338,2023-12-16 15:00:00+00:00,A. Madley,Stamford Bridge,London,Chelsea,Sheffield Utd,2,0,Home Win,6,4,15,5,7,8,9,7,3,78%,1,0,1,815,740,91%,3.05,1,1,6,4,3,3,14,5,1,22%,3,0,4,226,138,61%,0.36,4.0,9.0,14.0,1.0,1.0,3.0,1.5,4.0,3.0,11.0,1.0,1.0,3.0,0.0
1035340,2023-12-16 15:00:00+00:00,P. Tierney,Etihad Stadium,Manchester,Manchester City,Crystal Palace,2,2,Draw,9,5,19,5,12,7,12,6,2,74%,1,0,0,818,751,92%,1.61,2,1,5,2,2,3,9,1,1,26%,1,0,7,285,216,76%,1.82,6.0,10.0,10.0,1.0,3.0,1.0,6.0,1.0,5.0,10.0,0.0,1.0,4.0,-1.5
1035337,2023-12-16 17:30:00+00:00,A. Taylor,Turf Moor,Burnley,Burnley,Everton,0,2,Away Win,2,3,14,9,8,6,9,8,0,62%,0,0,4,542,460,85%,0.71,6,3,9,0,7,2,8,6,4,38%,1,0,2,330,237,72%,1.46,4.0,8.0,7.0,1.0,1.0,3.0,4.5,12.0,9.0,5.0,4.0,0.0,1.0,14.0
1035343,2023-12-17 14:00:00+00:00,C. Kavanagh,London Stadium,London,West Ham,Wolves,3,0,Home Win,4,5,13,4,6,7,12,6,1,44%,3,0,3,433,343,79%,1.13,3,4,14,7,7,7,15,5,2,56%,1,0,1,541,456,84%,0.66,10.0,8.0,10.0,3.0,1.0,1.0,9.0,7.0,7.0,7.0,2.0,1.0,2.0,7.0
1035336,2023-12-17 14:00:00+00:00,D. Coote,Gtech Community Stadium,"Brentford, Middlesex",Brentford,Aston Villa,1,2,Away Win,3,1,4,0,4,0,19,7,7,33%,6,1,3,250,170,68%,0.51,5,6,15,4,8,7,6,11,0,67%,4,1,2,528,449,85%,1.42,3.0,4.0,8.0,1.0,0.0,4.0,1.0,13.0,9.0,4.0,4.0,1.0,0.0,15.5
1035335,2023-12-17 14:00:00+00:00,T. Robinson,Emirates Stadium,London,Arsenal,Brighton,2,0,Home Win,9,8,26,9,20,6,11,10,1,49%,1,0,1,516,463,90%,2.34,1,3,6,2,5,1,9,1,1,51%,3,0,6,550,495,90%,0.69,12.0,10.0,6.0,4.0,0.0,1.0,14.0,8.0,9.0,8.0,2.0,2.0,1.0,8.5
1035339,2023-12-17 16:30:00+00:00,M. Oliver,Anfield,Liverpool,Liverpool,Manchester United,0,0,Draw,8,13,34,13,19,15,13,12,4,68%,2,0,2,607,510,84%,2.38,1,4,6,1,4,2,8,0,2,32%,6,1,8,293,209,71%,0.75,13.0,12.0,5.0,4.0,1.0,0.0,16.5,9.0,6.0,5.0,3.0,0.0,2.0,9.5
1035345,2023-12-21 20:00:00+00:00,J. Brooks,Selhurst Park,London,Crystal Palace,Brighton,1,1,Draw,3,3,11,5,10,1,12,3,1,34%,5,0,5,389,305,78%,1.35,6,7,18,5,10,8,11,1,2,66%,2,0,2,756,690,91%,1.19,2.0,5.0,9.0,0.0,2.0,3.0,0.0,7.0,8.0,9.0,2.0,1.0,2.0,6.5
1035344,2023-12-22 20:00:00+00:00,A. Taylor,Villa Park,Birmingham,Aston Villa,Sheffield Utd,1,1,Draw,4,4,12,4,7,5,11,9,0,78%,3,0,1,656,577,88%,0.86,2,2,5,1,3,2,16,1,4,22%,3,0,3,192,120,63%,0.58,13.0,8.0,4.0,4.0,1.0,0.0,15.0,3.0,2.0,12.0,1.0,0.0,4.0,-2.0
1035352,2023-12-23 12:30:00+00:00,S. Hooper,London Stadium,London,West Ham,Manchester United,2,0,Home Win,5,4,12,3,10,2,13,4,1,35%,2,0,3,321,255,79%,1.25,3,6,11,2,7,4,15,4,1,65%,3,0,3,626,536,86%,1.03,10.0,8.0,8.0,3.0,1.0,1.0,10.0,7.0,5.0,5.0,2.0,1.0,2.0,7.0
1035346,2023-12-23 15:00:00+00:00,R. Welch,Craven Cottage,London,Fulham,Burnley,0,2,Away Win,5,5,19,9,15,4,5,8,2,66%,2,0,0,702,598,85%,1.42,2,3,7,2,4,3,17,6,3,34%,1,0,5,362,273,75%,0.37,9.0,16.0,9.0,3.0,0.0,2.0,12.5,4.0,7.0,6.0,1.0,1.0,3.0,4.5
1035351,2023-12-23 15:00:00+00:00,S. Attwell,Tottenham Hotspur Stadium,London,Tottenham,Everton,2,1,Home Win,6,5,13,2,9,4,6,3,2,61%,1,0,7,583,488,84%,1.48,8,6,18,4,16,2,18,8,3,39%,4,0,4,358,277,77%,1.78,7.0,11.0,8.0,2.0,1.0,2.0,8.5,12.0,8.0,3.0,4.0,0.0,1.0,14.5
1035350,2023-12-23 15:00:00+00:00,R. Jones,The City Ground,"Nottingham, Nottinghamshire",Nottingham Forest,Bournemouth,2,3,Away Win,5,1,11,5,10,1,10,6,0,33%,2,1,3,256,162,63%,1.02,7,7,18,4,13,5,10,6,0,67%,3,0,2,523,434,83%,1.61,1.0,3.0,12.0,0.0,1.0,4.0,-3.5,13.0,12.0,3.0,4.0,1.0,0.0,17.5
1035348,2023-12-23 15:00:00+00:00,D. England,Kenilworth Road,"Luton, Bedfordshire",Luton,Newcastle,1,0,Home Win,5,9,16,2,9,7,11,5,0,35%,2,0,2,300,222,74%,1.49,2,7,15,6,13,2,6,7,3,65%,1,0,4,568,469,83%,1.5,3.0,7.0,11.0,1.0,0.0,4.0,1.0,9.0,9.0,8.0,3.0,0.0,2.0,9.5
1035347,2023-12-23 17:30:00+00:00,C. Kavanagh,Anfield,Liverpool,Liverpool,Arsenal,1,1,Draw,3,6,13,4,8,5,13,4,1,51%,2,0,1,442,357,81%,0.97,2,6,13,5,9,4,14,5,1,49%,5,0,2,423,337,80%,0.74,11.0,9.0,5.0,3.0,2.0,0.0,13.0,12.0,9.0,5.0,4.0,0.0,1.0,14.0
1035353,2023-12-24 13:00:00+00:00,D. Coote,Molineux Stadium,"Wolverhampton, West Midlands",Wolves,Chelsea,2,1,Home Win,6,3,14,5,8,6,11,10,3,32%,3,0,3,266,176,66%,1.27,5,4,16,7,8,8,9,6,0,68%,6,0,4,600,527,88%,2.06,4.0,5.0,9.0,1.0,1.0,3.0,2.0,6.0,7.0,10.0,2.0,0.0,3.0,4.5
1035362,2023-12-26 12:30:00+00:00,C. Kavanagh,St. James' Park,Newcastle upon Tyne,Newcastle,Nottingham Forest,1,3,Away Win,7,6,19,6,16,3,10,10,0,62%,3,0,3,513,444,87%,2.43,6,6,15,3,10,5,11,2,1,38%,3,0,5,326,260,80%,3.46,6.0,5.0,8.0,2.0,0.0,3.0,4.5,1.0,3.0,12.0,0.0,1.0,4.0,-3.5
1035354,2023-12-26 15:00:00+00:00,T. Robinson,Vitality Stadium,"Bournemouth, Dorset",Bournemouth,Fulham,3,0,Home Win,4,4,16,8,10,6,10,6,3,43%,0,0,3,403,327,81%,1.82,3,1,8,4,4,4,10,5,0,57%,2,0,1,548,462,84%,0.28,13.0,13.0,5.0,4.0,1.0,0.0,17.0,6.0,13.0,9.0,2.0,0.0,3.0,8.0
1035363,2023-12-26 15:00:00+00:00,S. Allison,Bramall Lane,Sheffield,Sheffield Utd,Luton,2,3,Away Win,6,7,21,8,12,9,13,9,1,51%,5,0,3,356,264,74%,2.59,4,3,12,5,6,6,13,4,0,49%,0,0,2,346,266,77%,0.63,4.0,2.0,10.0,1.0,1.0,3.0,0.0,6.0,8.0,10.0,2.0,0.0,3.0,5.0
1035358,2023-12-26 17:30:00+00:00,P. Tierney,Turf Moor,Burnley,Burnley,Liverpool,0,2,Away Win,0,8,9,1,5,4,7,4,1,31%,2,0,8,292,184,63%,0.81,10,6,19,3,12,7,10,4,4,69%,1,0,0,664,563,85%,1.82,7.0,8.0,4.0,2.0,1.0,2.0,9.0,11.0,9.0,5.0,3.0,2.0,0.0,13.0
1035361,2023-12-26 20:00:00+00:00,C. Pawson,Old Trafford,Manchester,Manchester United,Aston Villa,3,2,Home Win,7,3,13,3,8,5,10,3,9,46%,1,0,1,393,313,80%,1.13,4,2,10,4,7,3,10,6,0,54%,3,0,4,462,379,82%,1.66,4.0,2.0,7.0,1.0,1.0,3.0,1.5,11.0,7.0,4.0,3.0,2.0,0.0,12.5
1035359,2023-12-27 19:30:00+00:00,M. Salisbury,Stamford Bridge,London,Chelsea,Crystal Palace,2,1,Home Win,4,3,9,2,9,0,13,4,3,64%,3,0,4,644,572,89%,2.57,5,3,13,5,9,4,16,3,6,36%,2,0,1,352,287,82%,1.12,6.0,7.0,8.0,2.0,0.0,3.0,5.5,3.0,5.0,8.0,0.0,3.0,2.0,1.5
1035356,2023-12-27 19:30:00+00:00,A. Madley,Gtech Community Stadium,"Brentford, Middlesex",Brentford,Wolves,1,4,Away Win,4,5,14,5,10,4,5,8,1,61%,1,0,1,610,491,80%,2.23,5,2,11,4,6,5,14,2,3,39%,1,0,3,410,305,74%,2.39,3.0,5.0,7.0,1.0,0.0,4.0,2.0,7.0,5.0,7.0,2.0,1.0,2.0,6.0
1035360,2023-12-27 20:15:00+00:00,J. Brooks,Goodison Park,Liverpool,Everton,Manchester City,1,3,Away Win,2,5,7,0,6,1,13,4,1,28%,4,0,6,293,211,72%,0.98,9,8,23,6,13,10,5,8,1,72%,2,0,1,772,701,91%,2.6,12.0,9.0,2.0,4.0,0.0,1.0,15.5,6.0,8.0,8.0,1.0,3.0,1.0,6.0
1035357,2023-12-28 19:30:00+00:00,J. Gillett,American Express Stadium,"Falmer, East Sussex",Brighton,Tottenham,4,2,Home Win,9,3,15,3,13,2,18,7,2,45%,3,0,1,459,379,83%,3.58,3,8,19,8,14,5,6,6,5,55%,2,0,5,537,456,85%,2.35,5.0,6.0,8.0,1.0,2.0,2.0,4.0,10.0,12.0,7.0,3.0,1.0,1.0,12.5
1035355,2023-12-28 20:15:00+00:00,M. Oliver,Emirates Stadium,London,Arsenal,West Ham,0,2,Away Win,8,12,30,10,18,12,8,10,0,74%,2,0,1,749,679,91%,2.77,3,1,6,2,4,2,8,3,1,26%,0,0,8,265,184,69%,1.42,10.0,9.0,6.0,3.0,1.0,1.0,11.5,10.0,8.0,7.0,3.0,1.0,1.0,10.5
1035368,2023-12-30 12:30:00+00:00,P. Tierney,Kenilworth Road,"Luton, Bedfordshire",Luton,Chelsea,2,3,Away Win,6,4,15,5,12,3,14,7,5,51%,2,0,5,406,339,83%,2.53,8,2,12,2,7,5,21,2,1,49%,2,0,4,418,346,83%,1.5,6.0,9.0,11.0,2.0,0.0,3.0,5.0,6.0,6.0,7.0,2.0,0.0,3.0,5.5
1035364,2023-12-30 15:00:00+00:00,S. Attwell,Villa Park,Birmingham,Aston Villa,Burnley,3,2,Home Win,7,7,19,5,13,6,9,6,1,66%,4,0,3,465,396,85%,3.23,5,3,9,1,7,2,14,2,6,34%,3,1,4,240,173,72%,1.17,10.0,7.0,5.0,3.0,1.0,1.0,11.0,4.0,3.0,6.0,1.0,1.0,3.0,2.5
1035365,2023-12-30 15:00:00+00:00,R. Jones,Selhurst Park,London,Crystal Palace,Brentford,3,1,Home Win,6,4,13,3,9,4,14,7,1,46%,0,0,4,443,362,82%,0.98,4,4,9,1,6,3,10,4,1,54%,1,0,3,510,411,81%,1.39,2.0,5.0,9.0,0.0,2.0,3.0,0.0,3.0,6.0,10.0,1.0,0.0,4.0,1.0
